file,dtype,min,max,mean,p0.5,p1,p50,p99,p99.5,spacing,size
LNDb-0248_ct.nii.gz,float32,0.0,1.0,0.4092245101928711,0.0,0.0,0.616428554058075,1.0,1.0,"(1.0, 1.0, 1.0)","(363, 264, 389)"
LNDb-0250_ct.nii.gz,float32,0.0,1.0,0.45893701910972595,0.0,0.0,0.6299999952316284,1.0,1.0,"(1.0, 1.0, 1.0)","(388, 335, 293)"
LNDb-0251_ct.nii.gz,float32,0.0,1.0,0.42863667011260986,0.0,0.0,0.6242856979370117,1.0,1.0,"(1.0, 1.0, 1.0)","(336, 265, 329)"
LNDb-0252_ct.nii.gz,float32,0.0,1.0,0.4565468430519104,0.0,0.0,0.6285714507102966,1.0,1.0,"(1.0, 1.0, 1.0)","(311, 292, 312)"
LNDb-0253_ct.nii.gz,float32,0.0,1.0,0.3597174882888794,0.0,0.0,0.21071428060531616,1.0,1.0,"(1.0, 1.0, 1.0)","(362, 362, 270)"
LNDb-0255_ct.nii.gz,float32,0.0,1.0,0.3972795307636261,0.0,0.0,0.5978571176528931,1.0,1.0,"(1.0, 1.0, 1.0)","(380, 373, 323)"
LNDb-0258_ct.nii.gz,float32,0.0,1.0,0.36738675832748413,0.0,0.0,0.13928571343421936,1.0,1.0,"(1.0, 1.0, 1.0)","(285, 222, 344)"
LNDb-0259_ct.nii.gz,float32,0.0,1.0,0.42683878540992737,0.0,0.0,0.6278571486473083,1.0,1.0,"(1.0, 1.0, 1.0)","(340, 269, 301)"
LNDb-0260_ct.nii.gz,float32,0.0,1.0,0.44538626074790955,0.0,0.0,0.6264285445213318,1.0,1.0,"(1.0, 1.0, 1.0)","(375, 312, 264)"
LNDb-0261_ct.nii.gz,float32,0.0,1.0,0.39278966188430786,0.0,0.0,0.5964285731315613,0.993571400642395,1.0,"(1.0, 1.0, 1.0)","(374, 337, 364)"
LNDb-0262_ct.nii.gz,float32,0.0,1.0,0.41051891446113586,0.0,0.0,0.6100000143051147,1.0,1.0,"(1.0, 1.0, 1.0)","(372, 298, 300)"
LNDb-0263_ct.nii.gz,float32,0.0,1.0,0.4471893608570099,0.0,0.0,0.625,1.0,1.0,"(1.0, 1.0, 1.0)","(326, 267, 296)"
LNDb-0264_ct.nii.gz,float32,0.0,1.0,0.3434956967830658,0.0,0.0,0.11500000208616257,1.0,1.0,"(1.0, 1.0, 1.0)","(335, 335, 386)"
LNDb-0267_ct.nii.gz,float32,0.0,1.0,0.4044179320335388,0.0,0.0,0.5514285564422607,1.0,1.0,"(1.0, 1.0, 1.0)","(363, 363, 323)"
LNDb-0268_ct.nii.gz,float32,0.0,1.0,0.41813328862190247,0.0,0.0,0.6292856931686401,0.9035714268684387,1.0,"(1.0, 1.0, 1.0)","(421, 421, 481)"
LNDb-0269_ct.nii.gz,float32,0.0,1.0,0.4059380292892456,0.0,0.0,0.616428554058075,1.0,1.0,"(1.0, 1.0, 1.0)","(420, 332, 322)"
LNDb-0270_ct.nii.gz,float32,0.0,1.0,0.41224217414855957,0.0,0.0,0.6128571629524231,1.0,1.0,"(1.0, 1.0, 1.0)","(364, 275, 295)"
LNDb-0274_ct.nii.gz,float32,0.0,1.0,0.4006723463535309,0.0,0.0,0.5849999785423279,1.0,1.0,"(1.0, 1.0, 1.0)","(378, 294, 293)"
LNDb-0275_ct.nii.gz,float32,0.0,1.0,0.3862268924713135,0.0,0.0,0.5178571343421936,1.0,1.0,"(1.0, 1.0, 1.0)","(331, 331, 320)"
LNDb-0277_ct.nii.gz,float32,0.0,1.0,0.40067195892333984,0.0,0.0,0.5364285707473755,1.0,1.0,"(1.0, 1.0, 1.0)","(323, 234, 304)"
LNDb-0279_ct.nii.gz,float32,0.0,1.0,0.3883421719074249,0.0,0.0,0.26571428775787354,1.0,1.0,"(1.0, 1.0, 1.0)","(305, 221, 381)"
LNDb-0284_ct.nii.gz,float32,0.0,1.0,0.3258908987045288,0.0,0.0,0.10999999940395355,1.0,1.0,"(1.0, 1.0, 1.0)","(342, 342, 348)"
LNDb-0285_ct.nii.gz,float32,0.0,1.0,0.3750084340572357,0.0,0.0,0.15071429312229156,1.0,1.0,"(1.0, 1.0, 1.0)","(348, 221, 394)"
LNDb-0288_ct.nii.gz,float32,0.0,1.0,0.4555701017379761,0.0,0.0,0.633571445941925,1.0,1.0,"(1.0, 1.0, 1.0)","(334, 259, 315)"
LNDb-0289_ct.nii.gz,float32,0.0,1.0,0.29646438360214233,0.0,0.0,0.07000000029802322,0.9714285731315613,1.0,"(1.0, 1.0, 1.0)","(341, 341, 323)"
LNDb-0290_ct.nii.gz,float32,0.0,1.0,0.3041918873786926,0.0,0.0,0.07357142865657806,1.0,1.0,"(1.0, 1.0, 1.0)","(336, 336, 331)"
LNDb-0292_ct.nii.gz,float32,0.0,1.0,0.3878791928291321,0.0,0.0,0.566428542137146,1.0,1.0,"(1.0, 1.0, 1.0)","(390, 341, 320)"
LNDb-0293_ct.nii.gz,float32,0.0,1.0,0.3402036428451538,0.0,0.0,0.12785714864730835,1.0,1.0,"(1.0, 1.0, 1.0)","(349, 349, 306)"
LNDb-0295_ct.nii.gz,float32,0.0,1.0,0.42939022183418274,0.0,0.0,0.6192857027053833,1.0,1.0,"(1.0, 1.0, 1.0)","(387, 307, 276)"
LNDb-0297_ct.nii.gz,float32,0.0,1.0,0.3549811840057373,0.0,0.0,0.1550000011920929,1.0,1.0,"(1.0, 1.0, 1.0)","(350, 350, 319)"
LNDb-0298_ct.nii.gz,float32,0.0,1.0,0.36261793971061707,0.0,0.0,0.21571429073810577,0.9885714054107666,1.0,"(1.0, 1.0, 1.0)","(407, 334, 347)"
LNDb-0299_ct.nii.gz,float32,0.0,1.0,0.2969517409801483,0.0,0.0,0.05785714462399483,1.0,1.0,"(1.0, 1.0, 1.0)","(377, 377, 349)"
LNDb-0301_ct.nii.gz,float32,0.0,1.0,0.36324357986450195,0.0,0.0,0.25999999046325684,0.9442856907844543,1.0,"(1.0, 1.0, 1.0)","(377, 309, 358)"
LNDb-0303_ct.nii.gz,float32,0.0,1.0,0.37746697664260864,0.0,0.0,0.32428571581840515,1.0,1.0,"(1.0, 1.0, 1.0)","(379, 292, 341)"
LNDb-0304_ct.nii.gz,float32,0.0,1.0,0.39757126569747925,0.0,0.0,0.5785714387893677,1.0,1.0,"(1.0, 1.0, 1.0)","(343, 277, 316)"
LNDb-0305_ct.nii.gz,float32,0.0,1.0,0.34448710083961487,0.0,0.0,0.1428571492433548,0.9814285635948181,1.0,"(1.0, 1.0, 1.0)","(396, 396, 308)"
LNDb-0307_ct.nii.gz,float32,0.0,1.0,0.39124149084091187,0.0,0.0,0.5921428799629211,1.0,1.0,"(1.0, 1.0, 1.0)","(384, 313, 341)"
LNDb-0310_ct.nii.gz,float32,0.0,1.0,0.3962061107158661,0.0,0.0,0.5535714030265808,0.9807142615318298,1.0,"(1.0, 1.0, 1.0)","(370, 370, 300)"
LNDb-0311_ct.nii.gz,float32,0.0,1.0,0.3477317690849304,0.0,0.0,0.1435714215040207,0.9985714554786682,1.0,"(1.0, 1.0, 1.0)","(360, 360, 329)"
